longitude,latitude
75.21714,12.12119
75.01964,12.48575
75.37602,11.87598
75.43832,11.81446
75.14201,12.45521
75.06807,12.47101
75.79072,11.53046
76.60536,8.94661
75.68212,11.46174
75.41197,11.86131
75.43248,11.82016
75.0514,12.37835
76.627618,9.522437
75.3596,11.96833
75.6469,11.48449
75.65379,11.49579
75.3958,11.87154
75.37053,11.99406
75.50259,11.75353
75.33062,11.96242
75.29638,11.99619
76.9499,8.59271
75.36857,11.8741
73.01883,19.03087
75.10199,12.46103
75.10599,12.30858
75.12264,12.29898
75.72078,11.54002
75.6484,11.48059
75.52501,11.85216
75.41666,11.85735
76.55855,9.56382
72.966878,19.237988
75.38942,11.87329
76.9384,8.51376
75.37207,11.8695
75.64828,11.48892
76.08399,11.04301
75.97992,10.95339
76.05236,11.0004
76.31476,9.97553
76.7914,8.76289
73.0147,19.04006
76.00792,11.00237
75.36961,11.87407
76.01127,11.0214
76.76285,8.77031
75.40732,11.86531
75.95254,11.01074
75.59262,11.59846
75.63878,11.48399
76.32462,9.77964
77.01716,8.58028
76.29746,9.70758
76.39561,9.77396
75.98426,11.01791
75.91334,11.04539
76.31842,9.67672
75.79304,11.52867
76.3618,9.95254
76.36807,9.74379
75.4373,11.81587
75.95254,11.01078
76.30712,9.73393
76.00793,11.00238
76.31872,9.72507
76.65571,9.36514
75.64162,11.48781
76.00027,10.95049
76.39874,10.0493
76.7109,8.75822
76.38472,9.77686
75.64833,11.48892
75.37183,11.8708
75.99804,11.00656
76.33768,9.7167
76.4275,9.28398
76.31886,9.73904
75.48971,11.80029
75.44442,11.80647
76.71843,8.73794
76.23984,10.26891
75.91141,11.04626
76.44968,9.78521
75.49084,11.78876
76.33744,9.71658
76.426,9.77467
75.48993,11.7803
76.05966,11.14071
76.4044,9.77008
75.64333,11.49395
75.63574,11.49236
76.32541,9.74222
76.32479,9.74157
76.05062,10.97537
76.35724,9.75497
76.34302,9.66971
76.32803,9.7339
75.37299,11.87596
75.98179,10.99579
76.25812,10.28376
76.98759,8.61569
75.43313,11.8196
76.33334,9.69612
76.33852,9.68372
76.76101,8.77307
76.25844,9.93572
76.32801,9.74877
75.64633,11.48625
76.34658,9.65426
75.64321,11.48771
75.48174,11.77014
76.00746,10.99416
76.04484,10.97748
76.36793,9.77471
76.76429,9.19877
76.76956,9.18588
76.39267,9.72164
76.77633,9.18238
76.31761,9.7389
76.33734,9.7186
75.96551,11.10603
75.9815,10.99558
76.36434,9.76002
76.40436,9.77012
76.78299,9.18324
75.41787,11.84838
76.31585,9.73731
75.45529,11.83316
75.44709,11.83781
74.98693,12.49964
76.03992,10.98536
75.36975,12.01934
75.10696,12.34299
75.68273,11.52382
75.49239,11.82954
75.36718,12.02557
76.71095,9.74341
75.68153,11.52636
75.67812,11.53295
76.29229,10.01716
75.34429,12.05083
76.04818,10.98824
76.71105,9.74483
76.35618,10.10217
75.15801,12.21644
76.69008,9.74127
75.79453,11.52881
